id,abv,available,description,glass,ibu,isOrganic,name,originalGravity,srm
4192,7.0,Available year round as a staple beer.,"Our Year 'round ode to the Pacific Northwest hop

At DEBC, we like hops, but we like American hops most of all. Here we use some of our absolute favorites. However, they might not be used like you may expect, by using varieties with high alpha acid contents (which means more potential for bitterness) and using them in ways that emphasize the flavor and aroma we can render a rather bitter ale with over the top tropical fruit, citrus, pine, floral and more hop derived aroma and flavor.",Pint,70.0,N,Deep Ellum IPA,1.068,6
4193,5.1,Available year round as a staple beer.,"A deliciously delightful beer that presents very similar to Kölsch found in Köln, Germany. Noble hops and delicate additions of grain build this traditional beer.",Pint,22.0,N,Gunny Gold Kölsch,1.05,3
4194,6.3,"Available at the same time of year, every year.","Cabin Fever is a well-balanced, medium-bodied ale brewed to sustain you over the long New England winter. Its rich malt profile is reminiscent of an English pale ale, while the spicy and fruity hop finish, from German Tettnang hops, welcomes you back in from the cold. Copper-amber in color, this offering is available all winter long.",,20.0,N,Cabin Fever,1.04,5
4195,8.0,Available year round as a staple beer.,"With 11 different hop editions and a malty foundation, this IPA unleashes bold flavor. The grassy, tangerine aroma leads into a bright mix of citrus and lemongrass, with a fleeting bitter finish.",Pint,80.0,N,HopTree IIPA,1.075,11
4196,7.0,Limited availability.,"Everyone knows winter in Colorado is a wonderful time, especially around the holidays. The air seems crisper and the snow covers the landscaping like a natural gift wrapping. There’s just no other place like it. And that’s the feeling that inspired Colorado Native Winterfest. It’s our way of celebrating this special time of the year and toasting our friends in Colorado.


We began brewing Colorado Native Winterfest back in September. We begin with our prized two-row barley, custom roasted to give the beer its rich, creamy flavor. Choice Colorado-grown hops are added to create the aroma and festive taste. After brewing, we chill-lager the beer to develop its distinctive taste and crisp, clean finish.  Happy Holidays from all of us at the AC Golden Brewing Company.


There are a lot of seasonal beers to choose from, but there’s only one that is brewed with 100% Colorado ingredients: barley grown in the San Luis Valley, Colorado-grown hops, Rocky Mountain water and the oldest variety of brewing yeast in the state. The majority of the barley and hops used to brew other Colorado beers comes from out-of-state.


By using only Colorado-grown barley and hops we are supporting the Colorado agriculture community. Our bottles are made in Wheat Ridge, our cans are made in Golden and we do not sell our beer outside of the state: this adds up to a smaller carbon footprint and a great tasting all Colorado beer. Look for the Colorado Proud logo on the beer you buy.",Pint,24.0,N,Colorado Native Winterfest,1.046,21
4197,4.3,Available year round as a staple beer.,"We heart session beers. There's nothing quite like whiling away an afternoon with a six pack of something crisp, clean, and light enough to walk away from when the job is done. But we also demand flavor -- hops at that, and the more the better. Meet the Crusher: this poundable, single hop session IPA is brewed with 2-row barley and a touch of caramel malt for depth, accented with loads and loads of late-addition hops. The hops provide an IPA-sized dose of intensely fruity hop aroma without an overly bitter finish. We use a different hop every two months to showcase that variety of hop and its unique attributes. This is the IPA bar stools were invented for.",,35.0,N,Crusher Single Hop Session IPA,1.06,7
4198,5.2,Available year round as a staple beer.,,,61.4,N,The Alter Ego a/k/a Tony Clifton,1.044,17
4199,4.8,"Available at the same time of year, every year.","Sarah Billick, a friend of Lisa's, spent a year taking classes and interning at the Isar Brau Brew Pub in Munich.  She brought back the recipe for their Wheat Beer, and we made it here at the brewery.  This year's version has the same clove, nutmeg, banana, and tutti-frutti aromas, with the clove and nutmeg taking the lead.  A little acidity balances with the sweetness of the beer's fruit flavors.  Crisp and refreshing - just the thing for summer.",Weizen,15.0,N,IsarWeizen,1.028,5
4200,5.0,Available year round as a staple beer.,Why so punny? “Helles” is German for “light colored.” Hotter Than Helles is more than just a (very) silly pun; it perfectly reflects the nature of this beer. A lager meant to be consumed when it’s truly hotter than helles outside. So there are no peppers or spices in this beer!,Pint,20.0,N,Hotter Than Helles,1.053,5
4201,7.0,Available year round as a staple beer.,"Just shy of an Imperial IPA, this dry hopped beer is soon to become a favorite for American hop-heads.  Moderate malt character blends nicely with the combination of Chinook, Centennial and Cascade hops.",,60.0,N,Crown Jewels IPA,1.083,11
4202,6.5,"Available at the same time of year, every year.","Our English Ale is a dark, hoppier beer. The hops blend well with the many different types of specialty grains and barley. Great for all occasions.",,38.6,N,English Ale,1.04,5
4203,5.3,"Available at the same time of year, every year.","Fruity, tart and slightly funky, Wildcat is our take on a traditional Belgian saison. We added Meyer lemon peel and beechwood smoked malt to give this beer a rich and complex mouthfeel and finish.",,25.0,N,Wildcat,1.042,5
4204,7.3,"Available at the same time of year, every year.",,,25.0,N,Holiday Spiced Ale (Winter Ale),1.044,13
4205,6.2,"Available at the same time of year, every year.","Blondes Have More Fun is a crisp, golden ale brewed with Spring Wildflower honey. Notes of toasted brioche and a tropical hop finish complement the delicate citrus notes of the orange peel. Our natural blonde is smooth and refreshing.  Have more fun, Go B",Pilsner,28.0,N,Blondes Have More Fun,1.045,7
4206,10.0,Limited availability.,"A 10% decadent and indulgent Imperial Russian Stout. Brewed with a copious amount of dark malts, infused with coffee beans during the boil and after fermentation and aged on cacao nibs, vanilla pods and toasted oak chips. This opulent whirl of chocolate, coffee, dark malts and hops even rivals the most colourful of imperial Faberge eggs. Originally created to celebrate the Russian Royal Family, this is a fitting tribute with which to toast your own empire.",Stange,330.0,N,Cocoa Psycho,1.08,40
4207,9.0,"Available at the same time of year, every year.","2016 Indiana Brewers’ Cup Gold Medal Winning Imperial Stout! Chocolaty, toasty & roasty notes with a nice caramel sweetness, this ale provides a flavor experience that makes it worthy of its name!",,65.0,N,Double Deadeye,1.044,Over 40
4208,8.95,"Available at the same time of year, every year.","Apex: The Highest point, the culmination or climax. In racing, the apex of a turn is approached differently as conditions dictate, but always with a forward looking mindset. This beer is a culmination of years of brewing and drinking hop forward IPAs. We reserve the right to move forward, to advance the style to the next Apex.",Pint,100.0,N,Apex,1.06,12
4209,5.5,Available year round as a staple beer.,"American-style pale ale with layers of intense flavors. Generously hopped, this brew draws on pale, honey and caramel malts to provide the perfect balance between bitterness, aroma, and malt character. We add just a touch of Louisiana sugarcane syrup to enhance the caramel sweetness of the malt and balance out the brew.",Pint,37.0,N,Voodoo Bengal,1.044,13
4210,10.0,Available year round as a staple beer.,"This Imperial IPA is brewed with loads of pale malt and just enough caramel malt to provide a sweet malt backbone to balance the hop intensity. We used a mix of our favorite American hops including Chinook, Centennial, Simcoe, and Amarillo to create a complex hop flavor and lingering bitterness. Harpoon’s proprietary yeast lends fruity esters, while dry-hopping at the rate of over one pound per barrel produces this beer’s massive aroma.",Snifter,90.0,N,Leviathan Imperial IPA,1.075,26
4211,4.1,Available year round as a staple beer.,,Pint,12.0,N,Sparkle,1.04,4
4212,4.5,"Available at the same time of year, every year.","Wacko is the liquid song of summer: Crisp like the morning, cool like the evening and quenching all day long. Pop the top and set your summer loose. Wacko is a delicious summer beer with a big malty aroma, a subdued hop bite and a clean, slightly sweet finish.",Pint,15.0,N,Wacko,1.036,5
4213,4.9,Available year round as a staple beer.,"Lost trout. It's a real problem in these parts. Legend has it this species flowed aplenty out back in the brewery creek, while others say the trout left town years ago. Where have all the trout gone? Maybe to those fancy creeks in the city, maybe to the local fish fry, or maybe - just maybe - they're living a life of crime on the streets. The legend of abundant trout in the creek seems a bit fishy, but know what isn't? Lost Trout Brown Ale. Truthfully delicious.",Pint,20.0,N,Lost Trout,1.04,25
4214,4.4,"Available at the same time of year, every year.","Boulevard’s summer seasonal is our interpretation of a classic Belgian witbier. ZŌN (Flemish for “sun”) combines the subtle flavors of coriander and orange peel with other traditional ingredients to create a delightful, refreshing summertime brew.",Pint,15.0,N,ZŌN Belgian-style Witbier,1.044,2
4215,5.1,Available year round as a staple beer.,"A light-colored but full flavored Jalapeño pepper beer. Huge fresh aroma from the pepper served right inside the keg! Some say it isn’t that hot, others can’t handle it. You decide. We also make red beers called Bloody Lena’s!",Pint,34.0,N,Jalapeño Lena,1.03,8
4216,5.6,"Available at the same time of year, every year.",A winter favorite. This Oatmeal Stout is conditioned in secondary fermentation with homemade chocolate syrup for several days before packaging. Roasted aromas from the stout combine with both sweet and bitter flavors from the homemade chocolate syrup. Enjoy this beer with your favorite dessert!,Pint,35.0,N,Pure Evil,1.038,20
4217,5.3,Available year round as a staple beer.,"Great Crescent Blonde Ale is clear, slightly malty with medium hop aroma and relatively low bitterness and has a somewhat sweet, dry finish. Our Blonde Ale is based on a German Kolsch style beer using British Ale yeast for the fermentation.

This beer was created as an easy-drinking, approachable, malt-oriented craft beer and the style is being produced by many American microbreweries. This style is usually designed as the entry-level craft beer, however Great Crescent Blonde Ale is well appreciated by people who are already familiar with and enjoy many other styles of craft beer.",Pint,22.2,N,Great Crescent Blonde Ale,1.045,7
